object,frame,posx,posy,posz,scalex,scaley,scalez,roll,pitch,yaw
Left Eye, 31, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 0.9999999403953552, 0.046727098524570465, -0.0, 0.3912700414657593
Left Eye, 32, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 0.9999999403953552, 0.0478220209479332, -0.0, 0.40002942085266113
Left Eye, 33, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.04881877079606056, -0.0, 0.40800341963768005
Left Eye, 34, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.04970916733145714, -0.0, 0.4151265323162079
Left Eye, 35, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 0.9999999403953552, 1.0, 0.9999999403953552, 0.05048501119017601, -0.0, 0.42133334279060364
Left Eye, 36, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.05113815516233444, -0.0, 0.4265584945678711
Left Eye, 37, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 0.9999999403953552, 0.051660384982824326, -0.0, 0.4307362735271454
Left Eye, 38, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.05204353481531143, -0.0, 0.433801531791687
Left Eye, 39, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.05227944254875183, -0.0, 0.4356887936592102
Left Eye, 40, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 0.9999999403953552, 1.0, 1.0, 0.05235987901687622, -0.0, 0.4363323450088501
Left Eye, 41, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 0.9999999403953552, 1.0, 1.0, 0.05235987901687622, -0.0, 0.4363323450088501
Left Eye, 42, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 0.9999999403953552, 1.0, 1.0, 0.05235987901687622, -0.0, 0.4363323450088501
Left Eye, 43, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 0.9999999403953552, 1.0, 1.0, 0.05235987901687622, -0.0, 0.4363323450088501
Left Eye, 44, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 0.9999999403953552, 1.0, 1.0, 0.05235987901687622, -0.0, 0.4363323450088501
Left Eye, 45, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 0.9999999403953552, 1.0, 1.0, 0.05235987901687622, -0.0, 0.4363323450088501
Left Eye, 46, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 0.9999999403953552, 1.0, 1.0, 0.05235987901687622, -0.0, 0.4363323450088501
Left Eye, 47, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 0.9999999403953552, 1.0, 1.0, 0.05235987901687622, -0.0, 0.4363323450088501
Left Eye, 48, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 0.9999999403953552, 1.0, 1.0, 0.05235987901687622, -0.0, 0.4363323450088501
Left Eye, 49, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 0.9999999403953552, 1.0, 1.0, 0.05235987901687622, -0.0, 0.4363323450088501
Left Eye, 50, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 0.9999999403953552, 1.0, 1.0, 0.05235987901687622, -0.0, 0.4363323450088501
Left Eye, 51, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 0.9999999403953552, 1.0, 1.0, 0.052217669785022736, -0.0, 0.43519464135169983
Left Eye, 52, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 0.9999999403953552, 1.0, 1.0, 0.051803961396217346, -0.0, 0.4318850040435791
Left Eye, 53, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.051138147711753845, -0.0, 0.4265584647655487
Left Eye, 54, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 0.9999999403953552, 0.050239622592926025, -0.0, 0.4193703234195709
Left Eye, 55, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.04912779480218887, -0.0, 0.41047555208206177
Left Eye, 56, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 0.9999999403953552, 0.0478220172226429, -0.0, 0.40002942085266113
Left Eye, 57, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 0.9999999403953552, 0.9999999403953552, 0.04634172096848488, -0.0, 0.38818714022636414
Left Eye, 58, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.04470628872513771, -0.0, 0.37510356307029724
Left Eye, 59, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.042935099452733994, -0.0, 0.3609340786933899
Left Eye, 60, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.041047558188438416, -0.0, 0.34583374857902527
Left Eye, 61, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.03906305506825447, -0.0, 0.3299577236175537
Left Eye, 62, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.037000976502895355, -0.0, 0.31346115469932556
Left Eye, 63, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.03488072752952576, -0.0, 0.2964990735054016
Left Eye, 64, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.03272169828414917, -0.0, 0.2792268395423889
Left Eye, 65, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 0.9999999403953552, 1.0, 1.0, 0.030543262138962746, -0.0, 0.2617993950843811
Left Eye, 66, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.02836483344435692, -0.0, 0.2443719506263733
Left Eye, 67, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.026205796748399734, -0.0, 0.22709965705871582
Left Eye, 68, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.024085545912384987, -0.0, 0.21013765037059784
Left Eye, 69, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 0.9999999403953552, 0.02202346734702587, -0.0, 0.1936410516500473
Left Eye, 70, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.020038964226841927, -0.0, 0.17776501178741455
Left Eye, 71, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 0.9999999403953552, 0.01815142296254635, -0.0, 0.16266469657421112
Left Eye, 72, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 0.9999999403953552, 0.01638023741543293, -0.0, 0.14849519729614258
Left Eye, 73, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 0.9999999403953552, 0.9999999403953552, 0.014744803309440613, -0.0, 0.13541173934936523
Left Eye, 74, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 0.9999999403953552, 1.0, 1.0, 0.013264499604701996, -0.0, 0.1235693097114563
Left Eye, 75, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 0.9999999403953552, 0.011958728544414043, -0.0, 0.11312314122915268
Left Eye, 76, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 0.9999999403953552, 1.0, 1.0, 0.010846894234418869, -0.0, 0.10422847419977188
Left Eye, 77, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.009948372840881348, -0.0, 0.09704026579856873
Left Eye, 78, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 0.9999999403953552, 0.9999999403953552, 1.0, 0.009282568469643593, -0.0, 0.09171387553215027
Left Eye, 79, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.008868858218193054, -0.0, 0.08840412646532059
Left Eye, 80, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.0872664600610733
Left Eye, 81, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.0872664600610733
Left Eye, 82, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.0872664600610733
Left Eye, 83, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.0872664600610733
Left Eye, 84, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.0872664600610733
Left Eye, 85, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.0872664600610733
Left Eye, 86, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.0872664600610733
Left Eye, 87, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.0872664600610733
Left Eye, 88, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.0872664600610733
Left Eye, 89, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.0872664600610733
Left Eye, 90, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.0872664600610733
Left Eye, 91, 0.2414919137954712, -0.8168436884880066, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.00872664712369442, -0.0, 0.08817660808563232
Left Eye, 92, 0.24365384876728058, -0.816201388835907, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.09082434326410294
Left Eye, 93, 0.2471296191215515, -0.8151557445526123, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.00872664712369442, -0.0, 0.0950855240225792
Left Eye, 94, 0.2518130838871002, -0.8137211799621582, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.00872664712369442, -0.0, 0.10083607584238052
Left Eye, 95, 0.2575969099998474, -0.8119087815284729, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.10795184224843979
Left Eye, 96, 0.26437288522720337, -0.809727668762207, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.00872664712369442, -0.0, 0.11630874127149582
Left Eye, 97, 0.2720321714878082, -0.8071867227554321, 0.318055659532547, 0.9999999403953552, 1.0, 1.0, 0.008726646192371845, -0.0, 0.12578265368938446
Left Eye, 98, 0.2804658114910126, -0.8042953014373779, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.13624945282936096
Left Eye, 99, 0.28956472873687744, -0.8010644912719727, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.00872664712369442, -0.0, 0.14758504927158356
Left Eye, 100, 0.2992204427719116, -0.7975080609321594, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.1596653163433075
Left Eye, 101, 0.30932506918907166, -0.7936435341835022, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.17236611247062683
Left Eye, 102, 0.31977173686027527, -0.7894922494888306, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.00872664712369442, -0.0, 0.18556338548660278
Left Eye, 103, 0.33045506477355957, -0.7850804924964905, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.00872664712369442, -0.0, 0.1991330087184906
Left Eye, 104, 0.3412712812423706, -0.7804394960403442, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.21295081079006195
Left Eye, 105, 0.3521186113357544, -0.7756058573722839, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.22689279913902283
Left Eye, 106, 0.36289751529693604, -0.7706213593482971, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.24083475768566132
Left Eye, 107, 0.37351083755493164, -0.7655335664749146, 0.318055659532547, 0.9999999403953552, 0.9999999403953552, 1.0, 0.00872664712369442, -0.0, 0.25465255975723267
Left Eye, 108, 0.3838641345500946, -0.760394811630249, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.2682221829891205
Left Eye, 109, 0.39386555552482605, -0.7552627921104431, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.00872664712369442, -0.0, 0.28141945600509644
Left Eye, 110, 0.40342599153518677, -0.7501996159553528, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.29412031173706055
Left Eye, 111, 0.4124588966369629, -0.7452715635299683, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.00872664712369442, -0.0, 0.3062005341053009
Left Eye, 112, 0.42088034749031067, -0.7405481934547424, 0.318055659532547, 0.9999999403953552, 0.9999999403953552, 1.0, 0.00872664712369442, -0.0, 0.3175361454486847
Left Eye, 113, 0.42860832810401917, -0.7361025214195251, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.3280029296875
Left Eye, 114, 0.43556275963783264, -0.7320088744163513, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.33747684955596924
Left Eye, 115, 0.44166481494903564, -0.7283434867858887, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.00872664712369442, -0.0, 0.34583377838134766
Left Eye, 116, 0.4468362629413605, -0.7251822352409363, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.00872664712369442, -0.0, 0.35294950008392334
Left Eye, 117, 0.45099908113479614, -0.7226007580757141, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.3587000072002411
Left Eye, 118, 0.45407405495643616, -0.7206723690032959, 0.318055659532547, 0.9999999403953552, 0.9999999403953552, 1.0, 0.00872664712369442, -0.0, 0.36296117305755615
Left Eye, 119, 0.45598065853118896, -0.7194676399230957, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36560893058776855
Left Eye, 120, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 121, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 122, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 123, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 124, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 125, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 126, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 127, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 128, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 129, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 130, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 131, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 132, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 133, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 134, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 135, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 136, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 137, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 138, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 139, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 140, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 141, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 142, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 143, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 144, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 145, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 146, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 147, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 148, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 149, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 150, 0.4566352963447571, -0.719052255153656, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.36651915311813354
Left Eye, 151, 0.4551786184310913, -0.7199752330780029, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.00872664712369442, -0.0, 0.36449459195137024
Left Eye, 152, 0.45099908113479614, -0.7226007580757141, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.3587000072002411
Left Eye, 153, 0.44437175989151, -0.7266950607299805, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.00872664712369442, -0.0, 0.34955453872680664
Left Eye, 154, 0.43556275963783264, -0.7320088744163513, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.33747684955596924
Left Eye, 155, 0.42483609914779663, -0.738286018371582, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.3228859007358551
Left Eye, 156, 0.41245895624160767, -0.7452714443206787, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.00872664712369442, -0.0, 0.30620062351226807
Left Eye, 157, 0.3987063765525818, -0.7527185082435608, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.28783971071243286
Left Eye, 158, 0.3838641345500946, -0.760394811630249, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.2682221829891205
Left Eye, 159, 0.3682308495044708, -0.7680872678756714, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.24776691198349
Left Eye, 160, 0.3521186113357544, -0.7756058573722839, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.22689279913902283
Left Eye, 161, 0.3358529806137085, -0.78278648853302, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.00872664712369442, -0.0, 0.20601865649223328
Left Eye, 162, 0.31977173686027527, -0.7894922494888306, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.00872664712369442, -0.0, 0.18556338548660278
Left Eye, 163, 0.30422335863113403, -0.7956131100654602, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.1659458726644516
Left Eye, 164, 0.28956472873687744, -0.8010644912719727, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.00872664712369442, -0.0, 0.14758503437042236
Left Eye, 165, 0.27615901827812195, -0.8057842254638672, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.13089968264102936
Left Eye, 166, 0.26437288522720337, -0.809727668762207, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.00872664712369442, -0.0, 0.11630876362323761
Left Eye, 167, 0.254574179649353, -0.8128616213798523, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.10423104465007782
Left Eye, 168, 0.2471296191215515, -0.8151557445526123, 0.318055659532547, 1.0, 0.9999999403953552, 1.0, 0.00872664712369442, -0.0, 0.09508553892374039
Left Eye, 169, 0.2424020916223526, -0.8165740966796875, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.0892910435795784
Left Eye, 170, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.0872664600610733
Left Eye, 171, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.0872664600610733
Left Eye, 172, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.0872664600610733
Left Eye, 173, 0.2407483607530594, -0.8170631527900696, 0.318055659532547, 1.0, 1.0, 1.0, 0.008726646192371845, -0.0, 0.0872664600610733
